3807807,Дом,Строение,01-41-291,2/9/2006,5014197,6/21/2006,21114457
17221,Дом,Строение,3055-р,12/31/1996,1001051,3/19/2002,21114461
3807809,Дом,Строение,01-41-239,2/6/2006,5013666,2/14/2006,21114462
2105222,Дом,Строение,1610-В-РП,11/11/2004,3304595,11/18/2004,21114464
17226,Дом,Строение,4865-р,9/18/2002,1001799,10/21/2002,21114466
3501528,Дом,Строение,2689,5/22/2003,9103109,5/30/2003,21114467
2105224,Дом,Строение,1610-В-РП,11/11/2004,3304689,11/19/2004,21114469
2105237,Дом,Строение,782-В-РП,7/31/2003,3301247,9/2/2003,21114472
3401690,Дом,Строение,9233,11/3/2003,9005970,12/4/2003,21114473
17230,Дом,Строение,1555-р,5/13/2002,1001301,5/24/2002,21114475
3807814,Дом,Строение,01-41-239,2/6/2006,5013671,2/14/2006,21114476
3401702,Дом,Строение,54/4,2/13/1980,9000719,4/10/2001,21114479
3807815,Дом,Строение,01-41-239,2/6/2006,5013672,2/14/2006,21114480
2105244,Дом,Строение,939-В-РП,5/18/2005,3305409,5/25/2005,21114482
3807817,Дом,Строение,01-41-239,2/6/2006,5013674,2/14/2006,21114484
17248,Дом,Строение,1134-РП,6/8/2005,6004571,6/10/2005,21114488
78006,Дом,Строение,01-41-2131,10/10/2002,5004155,12/24/2002,21114489
78084,Дом,Строение,01-21-1617,12/29/1997,5000414,2/15/2000,21114493
3807819,Дом,Строение,01-41-236,2/6/2006,5013676,2/14/2006,21114494
3807821,Дом,Строение,01-41-236,2/6/2006,5013678,2/14/2006,21114498
3401806,Дом,Строение,818,2/12/2004,9006174,2/16/2004,21114502
3807822,Дом,Строение,01-41-236,2/6/2006,5013679,2/14/2006,21114503
78125,Дом,Строение,01-41-3133,11/3/2003,5006310,11/17/2003,21114508
3401824,Дом,Строение,6983,9/19/2003,9003633,9/24/2003,21114510
3807825,Дом,Строение,01-41-236,2/6/2006,5013682,2/15/2006,21114512
78134,Дом,Строение,01-41-1508,12/29/1999,5000318,12/29/1999,21114513
78141,Дом,Строение,01-42-34,3/31/2000,5000420,3/31/2000,21114517
78147,Дом,Строение,01-42-61,6/5/2000,5000587,8/3/2000,21114521
3807833,Дом,Строение,01-41-235,2/6/2006,5013690,2/15/2006,21114524
78157,Дом,Строение,01-41-753,5/30/2002,5002982,6/20/2002,21114525
3807834,Дом,Строение,01-41-235,2/6/2006,5013691,2/15/2006,21114529
17286,Дом,Строение,1683-РП,8/12/2005,6006610,8/30/2005,21114531
78175,Дом,Строение,01-41-465,5/16/2001,5000895,5/16/2001,21114532
3807837,Дом,Строение,01-41-235,2/6/2006,5013694,2/15/2006,21114534
3807841,Дом,Строение,01-41-234,2/6/2006,5013698,2/16/2006,21114538
78208,Дом,Строение,01-41-2131,10/10/2002,5003998,12/17/2002,21114541
17293,Дом,Строение,5808-p,10/3/2003,1003998,10/15/2003,21114544
3807843,Дом,Строение,01-41-234,2/6/2006,5013700,2/16/2006,21114547
3401882,Дом,Строение,101,1/17/2006,9013056,1/26/2006,21114549
78216,Дом,Строение,01-41-2879,12/31/2002,5003860,1/14/2003,21114554
3807847,Дом,Строение,01-41-234,2/6/2006,5013704,2/17/2006,21114555
17304,Дом,Строение,5808-p,10/3/2003,1004003,10/15/2003,21114560
78220,Дом,Строение,01-41-2131,10/10/2002,5004061,12/17/2002,21114561
78224,Дом,Строение,01-41-922,8/4/2008,5015289,8/5/2008,21114565
3807850,Дом,Строение,01-41-233,2/6/2006,5013707,2/17/2006,21114567
3401925,Дом,Строение,3682,5/26/2006,9013886,5/30/2006,21114572
2102192,Дом,Строение,3545-p,6/24/2003,1003227,7/22/2003,21114573
3807857,Дом,Строение,01-41-233,2/6/2006,5013714,2/17/2006,21114576
3300272,Дом,Строение,4401рп,12/15/2004,8006616,12/16/2004,21114579
3807858,Дом,Строение,01-41-233,2/6/2006,5013715,2/17/2006,21114580
2102200,Дом,Строение,3545-p,6/24/2003,1003277,7/24/2003,21114581
2102211,Дом,Строение,3773-р,7/4/2003,1002673,7/8/2003,21114584
3807859,Дом,Строение,01-41-237,2/6/2006,5013716,2/17/2006,21114585
2102215,Дом,Строение,867-p,3/2/2006,1014664,3/15/2006,21114589
24166,Дом,Строение,781-В-РП,7/31/2003,3300658,8/29/2003,21114591
2102220,Дом,Строение,867-p,3/2/2006,1014630,3/15/2006,21114592
24240,Дом,Строение,780-В-РП,7/31/2003,3200773,8/28/2003,21114600
3300338,Дом,Строение,4918рп,12/31/2004,8006678,1/11/2005,21114602
2102293,Дом,Строение,01-41-824,8/24/2001,5001502,8/29/2001,21114604
24249,Дом,Строение,1249,6/20/2005,4008654,6/22/2005,21114605
3807871,Дом,Строение,01-41-240,2/6/2006,5013728,2/22/2006,21114607
2102337,Дом,Строение,5808-p,10/3/2003,1004090,10/17/2003,21114608
24253,Дом,Строение,1249,6/20/2005,4008605,6/22/2005,21114609
2102384,Дом,Строение,875-В-РП,7/28/2004,3303407,8/4/2004,21114613
3300351,Дом,Строение,3038рп,9/6/2004,8006314,9/9/2004,21114615
2102401,Дом,Строение,1202-В-РП,9/16/2004,3304078,9/24/2004,21114620
3807877,Дом,Строение,01-41-240,2/6/2006,5013734,2/22/2006,21114621
3300415,Дом,Строение,1350рп,4/14/2006,8007902,8/31/2006,21114624
3807878,Дом,Строение,01-41-240,2/6/2006,5013735,2/22/2006,21114626
24350,Дом,Строение,1687-РП,8/12/2005,6006707,8/30/2005,21114627
2102411,Дом,Строение,781-В-РП,7/31/2003,3300717,8/29/2003,21114628
3300422,Дом,Строение,5492рп,12/7/2001,8001660,9/29/2003,21114630
3807881,Дом,Строение,01-41-238,2/6/2006,5013738,2/22/2006,21114635
3300423,Дом,Строение,4404рп,12/15/2004,8006629,12/20/2004,21114637
3807882,Дом,Строение,01-41-238,2/6/2006,5013739,2/22/2006,21114639
3300427,Дом,Строение,274рп,2/3/2003,8005485,8/26/2003,21114643
3600101,Дом,Строение,313-ПП,4/24/2007,1000503,2/19/2001,21114644
3102825,Дом,Строение,1716-РП,10/31/2006,7204471,11/9/2006,21114651
3805725,Дом,Строение,01-41-970,9/27/2001,5002546,4/1/2002,21114655
230169,Дом,Строение,3031,12/8/2005,2209428,12/14/2005,21114657
24482,Дом,Строение,1272-р,3/21/2005,1009684,4/12/2005,21114658
230176,Дом,Строение,,,0,,21114661
3600269,Дом,Строение,458,2/7/2005,9009248,2/14/2005,21114663
3102876,Дом,Строение,29-РП,1/27/2011,7205210,1/31/2011,21114664
230177,Дом,Строение,,,0,,21114666
230178,Дом,Строение,333,2/26/2006,2210261,4/5/2006,21114669
3102887,Дом,Строение,270-06-57/7-1,3/21/2007,7204788,4/2/2007,21114670
3600331,Дом,Сооружение,,,0,,21114673
230184,Дом,Строение,1602,6/29/2006,2210769,7/5/2006,21114674
24525,Дом,Строение,7417-р,11/17/2004,1007686,11/30/2004,21114675
3600333,Дом,Строение,4348-p,10/11/2005,1013983,10/27/2005,21114677
230191,Дом,Строение,2079,8/23/2006,2211336,8/24/2006,21114678
3102905,Дом,Строение,270-06-102/7-1,5/18/2007,7204805,5/21/2007,21114683
24542,Дом,Строение,3627,12/31/2003,4003618,1/13/2004,21114685
230207,Владение,Строение,,,0,,21114686
3700160,Дом,Строение,438-ПП,6/27/2006,9303162,8/8/2006,21114687
230214,Дом,Строение,770,4/3/2007,2212962,4/10/2007,21114691
3700164,Дом,Строение,438-ПП,6/27/2006,9303163,8/8/2006,21114692
230218,Дом,Строение,858,4/17/2007,2212972,4/19/2007,21114693
24556,Дом,Строение,3627,12/31/2003,4003746,1/14/2004,21114694
24564,Дом,Строение,3287,12/9/2003,4001825,12/11/2003,21114699
3700176,Дом,Строение,107-рп,2/5/2001,9300119,5/23/2003,21114700
230338,Домовладение,Строение,118,1/30/2008,2213339,2/4/2008,21114701
24568,Дом,Строение,2593,11/3/2004,4007958,12/28/2004,21114704
230342,Дом,Строение,3178,11/12/2003,2202754,11/20/2003,21114706
24583,Дом,Строение,51,1/19/2004,4004206,1/21/2004,21114707
3700187,Дом,Строение,172-рп,4/9/2014,9303971,4/10/2014,21114709
24599,Дом,Строение,1202-В-РП,9/16/2004,3304106,9/24/2004,21114712
3700234,Дом,Строение,481-рп,4/9/1998,9300377,12/19/2000,21114713
3102958,Дом,Строение,270-06-144/7-1,6/26/2007,7204860,6/28/2007,21114716
230355,Домовладение,Строение,737,4/2/2008,2213371,4/18/2008,21114718
3700246,Дом,Строение,167-рп,4/18/2013,9303864,4/19/2013,21114719
3700269,Дом,Строение,623-рп,6/4/2003,9301411,6/6/2003,21114723
3102973,Дом,Строение,669-РП,6/9/2007,7204875,7/3/2007,21114724
24682,Дом,Строение,7552-р,11/26/2004,1008500,12/21/2004,21114725
230363,Дом,Строение,1001,5/7/2008,2213396,5/19/2008,21114726
230393,Дом,Строение,48,1/15/2007,2212587,1/19/2007,21114731
3103040,Дом,Строение,808-РП,9/30/2009,7204915,10/2/2009,21114736
3700276,Дом,Строение,840-рп,8/11/2005,9302536,8/15/2005,21114737
24701,Дом,Строение,252,2/3/2005,2206358,2/9/2005,21114739
3700294,Дом,Строение,465-рп,8/23/2013,9303888,9/3/2013,21114741
24710,Дом,Строение,9232,11/3/2003,9005323,11/25/2003,21114744
24722,Дом,Строение,780-В-РП,7/31/2003,3200768,8/28/2003,21114748
230412,Дом,Строение,401,3/31/2009,2213843,4/6/2009,21114750
24726,Дом,Строение,780-В-РП,7/31/2003,3200750,8/28/2003,21114753
3700357,Дом,Строение,413-рп,4/2/2002,9301233,4/4/2002,21114755
3103081,Дом,Строение,1363-РП,10/31/2007,7204950,11/8/2007,21114756
24731,Дом,Строение,1808,7/18/2005,2207391,7/19/2005,21114757
3700359,Дом,Строение,1445-рп,11/14/2002,9301457,9/3/2003,21114760
230422,Дом,Строение,602,5/4/2009,2213856,5/7/2009,21114762
3103206,Дом,Строение,795-РП,9/30/2009,7204994,10/2/2009,21114763
3700363,Дом,Строение,912-рп,6/25/1998,9300663,1/19/2001,21114765
230430,Дом,Строение,39,1/20/2012,2214442,2/1/2012,21114767
3103212,Дом,Строение,286-РП,5/7/2014,7204997,5/26/2014,21114771
17535,Дом,Строение,2801,10/9/2003,2202661,11/3/2003,21114774
3103219,Дом,Строение,167-РП,3/31/2011,7205004,4/6/2011,21114777
3700368,Дом,Строение,837-рп,7/10/2002,9301289,7/11/2002,21114778
230441,Дом,Строение,1391,10/28/2009,2214066,11/5/2009,21114779
17539,Дом,Строение,2801,10/9/2003,2202667,11/3/2003,21114780
17547,Дом,Строение,5462,8/2/2002,9002264,8/7/2002,21114784
230449,Дом,Строение,1573,12/14/2009,2214109,12/29/2009,21114786
17555,Дом,Строение,101,1/17/2006,9013049,1/26/2006,21114791
3700375,Дом,Строение,030-03/193,4/18/2002,9302319,3/14/2005,21114792
3103226,Владение,Строение,270-06-566/8-1,8/1/2008,7205025,8/11/2008,21114793
3700381,Дом,Строение,463-рп,4/12/2002,9301256,4/22/2002,21114797
17568,Дом,Строение,7871,11/1/2005,9012296,11/8/2005,21114801
3700385,Дом,Строение,463-рп,4/12/2002,9301258,4/22/2002,21114802
3700386,Дом,Строение,1646-рп,11/25/1998,9300131,3/27/2000,21114806
3103305,Дом,Строение,402-РП,6/21/2011,7205068,6/27/2011,21114807
230514,Дом,Строение,680,9/23/2010,2214269,9/27/2010,21114808
17576,Дом,Строение,9232,11/3/2003,9005555,11/26/2003,21114809
3700389,Дом,Строение,1646-рп,11/25/1998,9300129,3/27/2000,21114810
230536,Домовладение,Строение,43,2/15/2011,2214312,2/17/2011,21114811
17580,Дом,Строение,9232,11/3/2003,9005557,11/26/2003,21114813
3700394,Дом,Строение,737,6/19/1997,9300022,1/20/2000,21114816
230595,Дом,Строение,18-520,10/29/2012,2214415,12/12/2012,21114819
3700400,Дом,Строение,645-рп,12/21/2012,9303816,1/9/2013,21114820
17591,Дом,Строение,9231,11/3/2003,9005034,11/19/2003,21114821
230608,Домовладение,Строение,18-684,11/12/2012,2214500,11/14/2012,21114823
17599,Дом,Строение,9232,11/3/2003,9005586,11/26/2003,21114825
3700405,Дом,Строение,90-рп,2/28/2014,9303953,3/12/2014,21114826
230627,Домовладение,Строение,531,7/28/2010,2214497,11/1/2012,21114827
3103492,Дом,Сооружение,92-РП,2/21/2011,7205186,2/25/2011,21114829
3700407,Дом,Строение,613-рп,11/25/2013,9303904,12/2/2013,21114830
2106183,Дом,Строение,2429-p,5/26/2005,1010724,6/17/2005,21114832
3700409,Дом,Строение,1611,6/15/1982,9301255,4/18/2002,21114834
17624,Дом,Строение,01-41-3582,12/29/2003,5007220,2/9/2004,21114838
3807739,Дом,Строение,01-41-3842,12/29/2005,5013324,1/16/2006,21114839
3700423,Дом,Строение,1037-рп,12/15/2008,9303633,1/13/2009,21114843
3103659,Дом,Строение,218-РП,4/4/2012,7205245,4/9/2012,21114844
2106424,Дом,Строение,3792-p,12/19/2001,1000828,12/20/2001,21114848
3700425,Дом,Строение,876,6/22/1998,9300078,2/4/2000,21114849
3103663,Дом,Строение,232-РП,4/4/2012,7205254,4/9/2012,21114851
2106426,Дом,Строение,6014-p,10/10/2003,1004905,11/14/2003,21114852
3700429,Дом,Строение,1488,11/26/1997,9300073,1/28/2000,21114853
3700433,Дом,Строение,1029,7/14/1998,9300070,1/28/2000,21114862
17675,Дом,Строение,2259-В-РП,11/1/2005,3205703,11/22/2005,21114863
2106434,Дом,Строение,6746-p,11/19/2003,1005569,12/4/2003,21114864
3301575,Дом,Строение,1749рп,4/17/2001,8001309,4/27/2001,21114865
17679,Дом,Строение,2546-В-РП,12/6/2005,3205938,12/12/2005,21114866
2106435,Дом,Строение,1677-р,4/2/2007,1020342,4/9/2007,21114869
2106445,Дом,Строение,874-р,3/2/2006,1015965,3/28/2006,21114877
3301597,Дом,Строение,5447рп,12/21/2002,8003436,1/8/2003,21114880
3700445,Дом,Строение,793-рп,12/14/2009,9303695,12/15/2009,21114881
2106452,Дом,Строение,4350-р,10/11/2005,1013683,10/26/2005,21114882
3700449,Дом,Строение,439-ПП,6/27/2006,9303217,9/1/2006,21114885
2106464,Дом,Строение,1584-рп,12/13/2001,9300668,3/27/2002,21114889
3700454,Дом,Строение,,,0,,21114890
2106465,Дом,Строение,74,4/5/1967,9302333,4/14/2005,21114893
3700458,Дом,Строение,247-рп,3/6/1997,9300999,3/1/2001,21114894
3301601,Дом,Строение,1090рп,4/4/2000,8000389,4/4/2000,21114895
2106473,Дом,Строение,1839,12/5/1990,9300391,12/19/2000,21114898
3700462,Дом,Строение,1355,9/25/1998,9300083,2/4/2000,21114899
3700473,Дом,Строение,547-рп,5/5/1999,9300036,1/20/2000,21114904
3700480,Дом,Строение,,,0,,21114907
17740,Дом,Строение,01-41-2049,8/19/2004,5008944,8/25/2004,21114908
3700481,Дом,Строение,1261,10/21/1996,9300063,1/28/2000,21114912
17837,Дом,Строение,867-p,3/2/2006,1014642,3/15/2006,21114913
17843,Дом,Строение,01-41-2825,10/26/2004,5010892,11/15/2004,21114916
3700483,Дом,Строение,737,6/19/1997,9300020,1/20/2000,21114917
2106496,Дом,Строение,170-рп,2/10/1999,9300144,4/14/2000,21114919
2106503,Дом,Строение,746-рп,7/22/2005,9302506,8/2/2005,21114922
3301610,Дом,Строение,577рп,3/2/2000,8000116,3/2/2000,21114924
2106504,Дом,Строение,6-1234/5,6/18/1981,9300427,1/4/2001,21114925
3700486,Дом,Строение,25-рп,1/13/2006,9302825,3/6/2006,21114928
2106511,Дом,Строение,549,5/17/1989,9300448,1/4/2001,21114930
3700489,Дом,Строение,25-рп,1/13/2006,9302828,3/6/2006,21114931
3301613,Домовладение,Строение,782рп,3/23/2000,8009105,2/28/2008,21114932
2106512,Дом,Строение,320,5/7/1986,9300548,1/15/2001,21114935
3700490,Дом,Строение,25-рп,1/13/2006,9302829,3/6/2006,21114936
2106519,Дом,Строение,6-1234/5,6/6/1981,9300429,1/4/2001,21114937
17909,Дом,Строение,7550-р,11/26/2004,1008196,12/7/2004,21114938
3301614,Домовладение,Строение,782рп,3/23/2000,8009106,2/28/2008,21114940
3700491,Дом,Строение,25-рп,1/13/2006,9302830,3/6/2006,21114941
2106522,Дом,Строение,992-рп,8/6/1999,9300723,1/24/2001,21114946
17921,Дом,Строение,963-РП,5/14/2004,6002272,5/29/2004,21114947
3301616,Домовладение,Строение,782рп,3/23/2000,8009108,2/28/2008,21114948
3700494,Дом,Строение,619-рп,5/24/1999,9300008,12/10/1999,21114949
2106523,Дом,Строение,992-рп,8/6/1999,9300725,1/24/2001,21114950
3301617,Домовладение,Строение,782рп,3/23/2000,8009109,2/28/2008,21114953
3700510,Дом,Строение,761-рп,6/26/2000,9300844,2/12/2001,21114960
3301627,Дом,Строение,2438рп,5/28/2001,8001756,3/13/2002,21114961
2106534,Дом,Строение,656-РП,3/27/2003,7301810,4/2/2003,21114962
3700513,Дом,Строение,1378-рп,11/1/1999,9300012,12/10/1999,21114965
3301629,Дом,Строение,1099рп,4/4/2000,8000402,4/4/2000,21114969
2106538,Дом,Строение,49-РП,1/9/2001,7300305,4/4/2001,21114971
3700521,Дом,Строение,746-рп,7/22/2005,9302587,9/21/2005,21114973
2106539,Дом,Строение,2477-РП,10/18/2002,7301717,10/23/2002,21114974
31097,Дом,Строение,746-рп,7/22/2005,9302502,8/2/2005,21114975
3301632,Дом,Строение,2243рп,6/10/2005,8006845,6/21/2005,21114977
3700541,Дом,Строение,40-рп,1/19/2000,9300357,12/18/2000,21114978
31101,Дом,Строение,746-рп,7/22/2005,9302511,8/2/2005,21114980
3301634,Дом,Строение,2197рп,5/25/1999,8000032,9/23/2003,21114983
3700572,Дом,Строение,753-рп,6/23/2000,9301572,12/18/2003,21114986
31106,Дом,Строение,746-рп,7/22/2005,9302516,8/2/2005,21114989
3301635,Дом,Строение,2197рп,5/25/1999,8000057,9/23/2003,21114990
3700576,Дом,Строение,747-рп,6/23/2000,9300642,1/19/2001,21114992
31111,Дом,Строение,746-рп,7/22/2005,9302523,8/2/2005,21114996
3700582,Дом,Строение,753-рп,6/23/2000,9300192,11/15/2000,21114997
3700585,Дом,Строение,748-рп,6/23/2000,9300163,10/18/2000,21115002
31115,Дом,Строение,746-рп,7/22/2005,9302529,8/2/2005,21115004
3301641,Дом,Строение,1934рп,3/4/2000,8000608,3/4/2000,21115005
2105248,Дом,Строение,2209-В-РП,11/14/2006,3307489,11/24/2006,21115008
2105256,Дом,Строение,938-В-РП,5/18/2005,3305164,5/24/2005,21115011
3700616,Дом,Строение,689-рп,6/8/2000,9301001,3/1/2001,21115012
3700620,Дом,Строение,124-рп,2/3/1999,9300847,2/13/2001,21115017
3301644,Дом,Строение,1943рп,5/23/2000,8000643,5/23/2000,21115019
31140,Дом,Строение,1611,6/15/1982,9301254,4/18/2002,21115021
3802255,Дом,Строение,01-41-2417,8/31/2005,5013026,9/19/2005,21115022
3802270,Дом,Строение,01-41-3132,11/3/2003,5006202,11/17/2003,21115026
3301645,Дом,Строение,1943рп,5/23/2000,8000642,5/23/2000,21115027
3802273,Дом,Строение,01-41-3132,11/3/2003,5006204,11/17/2003,21115031
2105280,Дом,Строение,2395-В-РП,11/17/2005,3306641,11/22/2005,21115032
2105293,Дом,Строение,781-В-РП,7/31/2003,3300558,8/28/2003,21115040
3802286,Дом,Строение,01-41-3132,11/3/2003,5006211,11/17/2003,21115041
31159,Дом,Строение,549,5/17/1989,9300445,1/4/2001,21115042
3301653,Дом,Строение,647рп,2/27/2002,8002618,3/13/2002,21115047
2105330,Дом,Строение,1235-В-РП,12/20/1999,3300025,12/22/1999,21115049
3802317,Дом,Строение,01-41-389,2/24/2004,5007747,3/9/2004,21115051
3802318,Дом,Строение,01-41-389,2/24/2004,5007746,3/9/2004,21115056
2105340,Дом,Строение,1393-В-РП,12/24/2003,3302330,1/5/2004,21115057
31165,Дом,Строение,549,5/17/1989,9300443,1/4/2001,21115063
3301689,Дом,Строение,,,0,,21115066
31171,Дом,Строение,549,5/17/1989,9300580,1/16/2001,21115067
3802331,Дом,Строение,01-41-37,1/14/2005,5012035,1/18/2005,21115071
3301693,Дом,Строение,3880рп,11/3/2006,8008324,11/14/2006,21115072
31174,Дом,Строение,549,5/17/1989,9300583,1/16/2001,21115075
3301697,Дом,Строение,1746рп,4/17/2001,8001567,4/27/2001,21115080
2105399,Дом,Строение,55-В-РП,1/29/2004,3302472,2/4/2004,21115082
3301698,Дом,Строение,1746рп,4/17/2001,8001568,4/27/2001,21115086
3802348,Дом,Строение,01-41-1871,6/30/2005,5012621,7/28/2005,21115087
3802349,Дом,Строение,01-41-1871,6/30/2005,5012622,7/28/2005,21115091
3301700,Дом,Строение,3880рп,11/3/2006,8008328,11/15/2006,21115093
2105435,Дом,Строение,1802-В-РП,9/6/2005,3205015,9/21/2005,21115098
3301708,Дом,Строение,2814рп,7/28/2005,8007107,9/8/2005,21115099
3802364,Дом,Строение,01-41-1905,9/17/2002,5000102,9/26/2002,21115107
2105443,Дом,Строение,1321-В-РП,12/11/2003,3302133,12/16/2003,21115110
31216,Дом,Строение,01-41-2054,8/19/2004,5010051,10/12/2004,21115114
3802377,Владение,Строение,01-41-866,10/20/2000,5000752,10/30/2000,21115117
2105452,Дом,Строение,782-В-РП,7/31/2003,3301321,9/3/2003,21115118
3802382,Дом,Строение,01-41-24,1/12/2005,5011994,1/13/2005,21115122
31219,Дом,Строение,01-41-2054,8/19/2004,5010049,10/12/2004,21115124
3802386,Дом,Строение,01-41-24,1/12/2005,5011998,1/13/2005,21115126
3802391,Дом,Строение,01-41-24,1/12/2005,5012003,1/13/2005,21115132
